id,source,source_url,cycle,sex,age_min,age_max,metric,percentile,value,unit,sample_n,weighted_sample_sum,source_file,source_variable,notes
nhanes-2017-2018-female-40-49-bmi-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,40,49,bmi,90,44.0,kg/m2,401,19187123.3647,BMX_J,BMXBMI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-40-49-bmi-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,40,49,bmi,95,47.7,kg/m2,401,19187123.3647,BMX_J,BMXBMI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-bmi-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,50,59,bmi,5,19.1,kg/m2,467,22930075.3567,BMX_J,BMXBMI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-bmi-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,50,59,bmi,10,20.4,kg/m2,467,22930075.3567,BMX_J,BMXBMI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-bmi-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,50,59,bmi,25,23.7,kg/m2,467,22930075.3567,BMX_J,BMXBMI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-bmi-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,50,59,bmi,50,28.5,kg/m2,467,22930075.3567,BMX_J,BMXBMI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-bmi-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,50,59,bmi,75,34.6,kg/m2,467,22930075.3567,BMX_J,BMXBMI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-bmi-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,50,59,bmi,90,41.8,kg/m2,467,22930075.3567,BMX_J,BMXBMI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-bmi-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,50,59,bmi,95,45.1,kg/m2,467,22930075.3567,BMX_J,BMXBMI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-bmi-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,bmi,5,19.2,kg/m2,1842,89403136.2088,BMX_J,BMXBMI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-bmi-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,bmi,10,20.5,kg/m2,1842,89403136.2088,BMX_J,BMXBMI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-bmi-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,bmi,25,23.6,kg/m2,1842,89403136.2088,BMX_J,BMXBMI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-bmi-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,bmi,50,28.2,kg/m2,1842,89403136.2088,BMX_J,BMXBMI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-bmi-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,bmi,75,34.4,kg/m2,1842,89403136.2088,BMX_J,BMXBMI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-bmi-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,bmi,90,41.8,kg/m2,1842,89403136.2088,BMX_J,BMXBMI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-bmi-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,bmi,95,45.5,kg/m2,1842,89403136.2088,BMX_J,BMXBMI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-waist_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,waist_cm,5,70.8,cm,490,25597147.984,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-waist_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,waist_cm,10,74.5,cm,490,25597147.984,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-waist_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,waist_cm,25,80.1,cm,490,25597147.984,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-waist_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,waist_cm,50,89.7,cm,490,25597147.984,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-waist_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,waist_cm,75,105.0,cm,490,25597147.984,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-waist_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,waist_cm,90,118.1,cm,490,25597147.984,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-waist_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,waist_cm,95,126.4,cm,490,25597147.984,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-waist_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,waist_cm,5,82.1,cm,346,19742476.0237,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-waist_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,waist_cm,10,84.6,cm,346,19742476.0237,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-waist_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,waist_cm,25,91.4,cm,346,19742476.0237,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-waist_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,waist_cm,50,99.7,cm,346,19742476.0237,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-waist_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,waist_cm,75,110.7,cm,346,19742476.0237,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-waist_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,waist_cm,90,125.8,cm,346,19742476.0237,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-waist_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,waist_cm,95,132.4,cm,346,19742476.0237,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-waist_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,waist_cm,5,82.5,cm,356,18658171.9627,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-waist_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,waist_cm,10,86.2,cm,356,18658171.9627,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-waist_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,waist_cm,25,95.1,cm,356,18658171.9627,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-waist_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,waist_cm,50,104.6,cm,356,18658171.9627,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-waist_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,waist_cm,75,114.1,cm,356,18658171.9627,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-waist_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,waist_cm,90,128.1,cm,356,18658171.9627,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-waist_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,waist_cm,95,137.2,cm,356,18658171.9627,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-waist_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,waist_cm,5,83.9,cm,391,20513381.5688,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-waist_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,waist_cm,10,88.0,cm,391,20513381.5688,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-waist_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,waist_cm,25,94.8,cm,391,20513381.5688,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-waist_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,waist_cm,50,103.5,cm,391,20513381.5688,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-waist_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,waist_cm,75,113.9,cm,391,20513381.5688,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-waist_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,waist_cm,90,127.8,cm,391,20513381.5688,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-waist_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,waist_cm,95,136.7,cm,391,20513381.5688,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-waist_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,waist_cm,5,75.8,cm,1583,84511177.5391,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-waist_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,waist_cm,10,80.0,cm,1583,84511177.5391,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-waist_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,waist_cm,25,88.9,cm,1583,84511177.5391,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-waist_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,waist_cm,50,99.5,cm,1583,84511177.5391,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-waist_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,waist_cm,75,110.7,cm,1583,84511177.5391,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-waist_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,waist_cm,90,123.6,cm,1583,84511177.5391,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-waist_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,waist_cm,95,132.6,cm,1583,84511177.5391,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-waist_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,29,waist_cm,5,69.1,cm,498,24319005.6549,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-waist_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,29,waist_cm,10,71.6,cm,498,24319005.6549,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-waist_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,29,waist_cm,25,76.7,cm,498,24319005.6549,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-waist_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,29,waist_cm,50,89.7,cm,498,24319005.6549,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-waist_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,29,waist_cm,75,104.5,cm,498,24319005.6549,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-waist_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,29,waist_cm,90,119.6,cm,498,24319005.6549,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-waist_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,29,waist_cm,95,125.8,cm,498,24319005.6549,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-waist_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,30,39,waist_cm,5,72.9,cm,420,20637185.7116,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-waist_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,30,39,waist_cm,10,74.9,cm,420,20637185.7116,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-waist_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,30,39,waist_cm,25,82.9,cm,420,20637185.7116,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-waist_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,30,39,waist_cm,50,94.6,cm,420,20637185.7116,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-waist_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,30,39,waist_cm,75,108.5,cm,420,20637185.7116,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-waist_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,30,39,waist_cm,90,122.5,cm,420,20637185.7116,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-waist_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,30,39,waist_cm,95,136.6,cm,420,20637185.7116,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-40-49-waist_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,40,49,waist_cm,5,77.2,cm,385,18400240.4416,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-40-49-waist_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,40,49,waist_cm,10,80.2,cm,385,18400240.4416,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
