id,source,source_url,exercise_id,variation_id,sex,bodyweight_label_lb,bodyweight_reference_kg,bodyweight_min_kg,bodyweight_max_kg,level,metric,value_kg,source_value_lb,notes
legion-male-overhead-press-220-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,220,99.8,94.8,104.8,novice,absolute_e1rm,55.3,122,Original Legion chart lift name: Overhead Press. Source row bodyweight: 220 lb. Converted from 122 lb to 55.3 kg.
legion-male-overhead-press-220-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,220,99.8,94.8,104.8,intermediate,absolute_e1rm,70.3,155,Original Legion chart lift name: Overhead Press. Source row bodyweight: 220 lb. Converted from 155 lb to 70.3 kg.
legion-male-overhead-press-220-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,220,99.8,94.8,104.8,advanced,absolute_e1rm,83,183,Original Legion chart lift name: Overhead Press. Source row bodyweight: 220 lb. Converted from 183 lb to 83 kg.
legion-male-overhead-press-220-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,220,99.8,94.8,104.8,elite,absolute_e1rm,115.7,255,Original Legion chart lift name: Overhead Press. Source row bodyweight: 220 lb. Converted from 255 lb to 115.7 kg.
legion-male-overhead-press-242-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,242,109.8,104.8,117.3,beginner,absolute_e1rm,42.2,93,Original Legion chart lift name: Overhead Press. Source row bodyweight: 242 lb. Converted from 93 lb to 42.2 kg.
legion-male-overhead-press-242-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,242,109.8,104.8,117.3,novice,absolute_e1rm,57.6,127,Original Legion chart lift name: Overhead Press. Source row bodyweight: 242 lb. Converted from 127 lb to 57.6 kg.
legion-male-overhead-press-242-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,242,109.8,104.8,117.3,intermediate,absolute_e1rm,72.1,159,Original Legion chart lift name: Overhead Press. Source row bodyweight: 242 lb. Converted from 159 lb to 72.1 kg.
legion-male-overhead-press-242-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,242,109.8,104.8,117.3,advanced,absolute_e1rm,85.7,189,Original Legion chart lift name: Overhead Press. Source row bodyweight: 242 lb. Converted from 189 lb to 85.7 kg.
legion-male-overhead-press-242-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,242,109.8,104.8,117.3,elite,absolute_e1rm,119.7,264,Original Legion chart lift name: Overhead Press. Source row bodyweight: 242 lb. Converted from 264 lb to 119.7 kg.
legion-male-overhead-press-275-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,275,124.7,117.3,134.7,beginner,absolute_e1rm,43.5,96,Original Legion chart lift name: Overhead Press. Source row bodyweight: 275 lb. Converted from 96 lb to 43.5 kg.
legion-male-overhead-press-275-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,275,124.7,117.3,134.7,novice,absolute_e1rm,59.4,131,Original Legion chart lift name: Overhead Press. Source row bodyweight: 275 lb. Converted from 131 lb to 59.4 kg.
legion-male-overhead-press-275-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,275,124.7,117.3,134.7,intermediate,absolute_e1rm,74.4,164,Original Legion chart lift name: Overhead Press. Source row bodyweight: 275 lb. Converted from 164 lb to 74.4 kg.
legion-male-overhead-press-275-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,275,124.7,117.3,134.7,advanced,absolute_e1rm,88,194,Original Legion chart lift name: Overhead Press. Source row bodyweight: 275 lb. Converted from 194 lb to 88 kg.
legion-male-overhead-press-275-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,275,124.7,117.3,134.7,elite,absolute_e1rm,123.4,272,Original Legion chart lift name: Overhead Press. Source row bodyweight: 275 lb. Converted from 272 lb to 123.4 kg.
legion-male-overhead-press-319-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,319,144.7,134.7,144.9,beginner,absolute_e1rm,44.5,98,Original Legion chart lift name: Overhead Press. Source row bodyweight: 319 lb. Converted from 98 lb to 44.5 kg.
legion-male-overhead-press-319-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,319,144.7,134.7,144.9,novice,absolute_e1rm,60.3,133,Original Legion chart lift name: Overhead Press. Source row bodyweight: 319 lb. Converted from 133 lb to 60.3 kg.
legion-male-overhead-press-319-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,319,144.7,134.7,144.9,intermediate,absolute_e1rm,75.7,167,Original Legion chart lift name: Overhead Press. Source row bodyweight: 319 lb. Converted from 167 lb to 75.7 kg.
legion-male-overhead-press-319-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,319,144.7,134.7,144.9,advanced,absolute_e1rm,90.3,199,Original Legion chart lift name: Overhead Press. Source row bodyweight: 319 lb. Converted from 199 lb to 90.3 kg.
legion-male-overhead-press-319-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,319,144.7,134.7,144.9,elite,absolute_e1rm,126.1,278,Original Legion chart lift name: Overhead Press. Source row bodyweight: 319 lb. Converted from 278 lb to 126.1 kg.
legion-male-overhead-press-320plus-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,320+,145.1,144.9,,beginner,absolute_e1rm,45.4,100,Original Legion chart lift name: Overhead Press. Source row bodyweight: 320+ lb. Converted from 100 lb to 45.4 kg.
legion-male-overhead-press-320plus-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,320+,145.1,144.9,,novice,absolute_e1rm,61.7,136,Original Legion chart lift name: Overhead Press. Source row bodyweight: 320+ lb. Converted from 136 lb to 61.7 kg.
legion-male-overhead-press-320plus-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,320+,145.1,144.9,,intermediate,absolute_e1rm,77.6,171,Original Legion chart lift name: Overhead Press. Source row bodyweight: 320+ lb. Converted from 171 lb to 77.6 kg.
legion-male-overhead-press-320plus-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,320+,145.1,144.9,,advanced,absolute_e1rm,92.1,203,Original Legion chart lift name: Overhead Press. Source row bodyweight: 320+ lb. Converted from 203 lb to 92.1 kg.
legion-male-overhead-press-320plus-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,overhead-press,overhead-press__barbell,male,320+,145.1,144.9,,elite,absolute_e1rm,128.8,284,Original Legion chart lift name: Overhead Press. Source row bodyweight: 320+ lb. Converted from 284 lb to 128.8 kg.
legion-male-squat-114-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,114,51.7,,53.8,beginner,absolute_e1rm,35.4,78,Original Legion chart lift name: Squat. Source row bodyweight: 114 lb. Converted from 78 lb to 35.4 kg.
legion-male-squat-114-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,114,51.7,,53.8,novice,absolute_e1rm,65.3,144,Original Legion chart lift name: Squat. Source row bodyweight: 114 lb. Converted from 144 lb to 65.3 kg.
legion-male-squat-114-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,114,51.7,,53.8,intermediate,absolute_e1rm,78.9,174,Original Legion chart lift name: Squat. Source row bodyweight: 114 lb. Converted from 174 lb to 78.9 kg.
legion-male-squat-114-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,114,51.7,,53.8,advanced,absolute_e1rm,108.9,240,Original Legion chart lift name: Squat. Source row bodyweight: 114 lb. Converted from 240 lb to 108.9 kg.
legion-male-squat-114-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,114,51.7,,53.8,elite,absolute_e1rm,145.1,320,Original Legion chart lift name: Squat. Source row bodyweight: 114 lb. Converted from 320 lb to 145.1 kg.
legion-male-squat-123-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,123,55.8,53.8,57.8,beginner,absolute_e1rm,38.1,84,Original Legion chart lift name: Squat. Source row bodyweight: 123 lb. Converted from 84 lb to 38.1 kg.
legion-male-squat-123-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,123,55.8,53.8,57.8,novice,absolute_e1rm,70.3,155,Original Legion chart lift name: Squat. Source row bodyweight: 123 lb. Converted from 155 lb to 70.3 kg.
legion-male-squat-123-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,123,55.8,53.8,57.8,intermediate,absolute_e1rm,86.2,190,Original Legion chart lift name: Squat. Source row bodyweight: 123 lb. Converted from 190 lb to 86.2 kg.
legion-male-squat-123-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,123,55.8,53.8,57.8,advanced,absolute_e1rm,117.5,259,Original Legion chart lift name: Squat. Source row bodyweight: 123 lb. Converted from 259 lb to 117.5 kg.
legion-male-squat-123-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,123,55.8,53.8,57.8,elite,absolute_e1rm,156.9,346,Original Legion chart lift name: Squat. Source row bodyweight: 123 lb. Converted from 346 lb to 156.9 kg.
legion-male-squat-132-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,132,59.9,57.8,63.5,beginner,absolute_e1rm,41.3,91,Original Legion chart lift name: Squat. Source row bodyweight: 132 lb. Converted from 91 lb to 41.3 kg.
legion-male-squat-132-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,132,59.9,57.8,63.5,novice,absolute_e1rm,76.2,168,Original Legion chart lift name: Squat. Source row bodyweight: 132 lb. Converted from 168 lb to 76.2 kg.
legion-male-squat-132-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,132,59.9,57.8,63.5,intermediate,absolute_e1rm,93,205,Original Legion chart lift name: Squat. Source row bodyweight: 132 lb. Converted from 205 lb to 93 kg.
legion-male-squat-132-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,132,59.9,57.8,63.5,advanced,absolute_e1rm,126.1,278,Original Legion chart lift name: Squat. Source row bodyweight: 132 lb. Converted from 278 lb to 126.1 kg.
legion-male-squat-132-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,132,59.9,57.8,63.5,elite,absolute_e1rm,167.4,369,Original Legion chart lift name: Squat. Source row bodyweight: 132 lb. Converted from 369 lb to 167.4 kg.
legion-male-squat-148-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,148,67.1,63.5,71,beginner,absolute_e1rm,45.8,101,Original Legion chart lift name: Squat. Source row bodyweight: 148 lb. Converted from 101 lb to 45.8 kg.
legion-male-squat-148-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,148,67.1,63.5,71,novice,absolute_e1rm,85.3,188,Original Legion chart lift name: Squat. Source row bodyweight: 148 lb. Converted from 188 lb to 85.3 kg.
legion-male-squat-148-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,148,67.1,63.5,71,intermediate,absolute_e1rm,104.3,230,Original Legion chart lift name: Squat. Source row bodyweight: 148 lb. Converted from 230 lb to 104.3 kg.
legion-male-squat-148-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,148,67.1,63.5,71,advanced,absolute_e1rm,142,313,Original Legion chart lift name: Squat. Source row bodyweight: 148 lb. Converted from 313 lb to 142 kg.
legion-male-squat-148-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,148,67.1,63.5,71,elite,absolute_e1rm,186,410,Original Legion chart lift name: Squat. Source row bodyweight: 148 lb. Converted from 410 lb to 186 kg.
legion-male-squat-165-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,165,74.8,71,78.5,beginner,absolute_e1rm,49.9,110,Original Legion chart lift name: Squat. Source row bodyweight: 165 lb. Converted from 110 lb to 49.9 kg.
legion-male-squat-165-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,165,74.8,71,78.5,novice,absolute_e1rm,92.5,204,Original Legion chart lift name: Squat. Source row bodyweight: 165 lb. Converted from 204 lb to 92.5 kg.
legion-male-squat-165-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,165,74.8,71,78.5,intermediate,absolute_e1rm,113.4,250,Original Legion chart lift name: Squat. Source row bodyweight: 165 lb. Converted from 250 lb to 113.4 kg.
legion-male-squat-165-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,165,74.8,71,78.5,advanced,absolute_e1rm,155.1,342,Original Legion chart lift name: Squat. Source row bodyweight: 165 lb. Converted from 342 lb to 155.1 kg.
legion-male-squat-165-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,165,74.8,71,78.5,elite,absolute_e1rm,201.8,445,Original Legion chart lift name: Squat. Source row bodyweight: 165 lb. Converted from 445 lb to 201.8 kg.
legion-male-squat-181-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,181,82.1,78.5,86,beginner,absolute_e1rm,54,119,Original Legion chart lift name: Squat. Source row bodyweight: 181 lb. Converted from 119 lb to 54 kg.
legion-male-squat-181-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,181,82.1,78.5,86,novice,absolute_e1rm,99.8,220,Original Legion chart lift name: Squat. Source row bodyweight: 181 lb. Converted from 220 lb to 99.8 kg.
legion-male-squat-181-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,181,82.1,78.5,86,intermediate,absolute_e1rm,122,269,Original Legion chart lift name: Squat. Source row bodyweight: 181 lb. Converted from 269 lb to 122 kg.
legion-male-squat-181-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,181,82.1,78.5,86,advanced,absolute_e1rm,166.5,367,Original Legion chart lift name: Squat. Source row bodyweight: 181 lb. Converted from 367 lb to 166.5 kg.
legion-male-squat-181-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,181,82.1,78.5,86,elite,absolute_e1rm,217.3,479,Original Legion chart lift name: Squat. Source row bodyweight: 181 lb. Converted from 479 lb to 217.3 kg.
legion-male-squat-198-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,198,89.8,86,94.8,beginner,absolute_e1rm,56.7,125,Original Legion chart lift name: Squat. Source row bodyweight: 198 lb. Converted from 125 lb to 56.7 kg.
legion-male-squat-198-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,198,89.8,86,94.8,novice,absolute_e1rm,105.2,232,Original Legion chart lift name: Squat. Source row bodyweight: 198 lb. Converted from 232 lb to 105.2 kg.
legion-male-squat-198-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,198,89.8,86,94.8,intermediate,absolute_e1rm,129.3,285,Original Legion chart lift name: Squat. Source row bodyweight: 198 lb. Converted from 285 lb to 129.3 kg.
legion-male-squat-198-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,198,89.8,86,94.8,advanced,absolute_e1rm,175.5,387,Original Legion chart lift name: Squat. Source row bodyweight: 198 lb. Converted from 387 lb to 175.5 kg.
legion-male-squat-198-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,198,89.8,86,94.8,elite,absolute_e1rm,228.6,504,Original Legion chart lift name: Squat. Source row bodyweight: 198 lb. Converted from 504 lb to 228.6 kg.
legion-male-squat-220-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,220,99.8,94.8,104.8,beginner,absolute_e1rm,59.9,132,Original Legion chart lift name: Squat. Source row bodyweight: 220 lb. Converted from 132 lb to 59.9 kg.
legion-male-squat-220-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,220,99.8,94.8,104.8,novice,absolute_e1rm,110.7,244,Original Legion chart lift name: Squat. Source row bodyweight: 220 lb. Converted from 244 lb to 110.7 kg.
legion-male-squat-220-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,220,99.8,94.8,104.8,intermediate,absolute_e1rm,136.5,301,Original Legion chart lift name: Squat. Source row bodyweight: 220 lb. Converted from 301 lb to 136.5 kg.
legion-male-squat-220-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,220,99.8,94.8,104.8,advanced,absolute_e1rm,185.5,409,Original Legion chart lift name: Squat. Source row bodyweight: 220 lb. Converted from 409 lb to 185.5 kg.
legion-male-squat-220-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,220,99.8,94.8,104.8,elite,absolute_e1rm,241.3,532,Original Legion chart lift name: Squat. Source row bodyweight: 220 lb. Converted from 532 lb to 241.3 kg.
legion-male-squat-242-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,242,109.8,104.8,117.3,beginner,absolute_e1rm,62.1,137,Original Legion chart lift name: Squat. Source row bodyweight: 242 lb. Converted from 137 lb to 62.1 kg.
legion-male-squat-242-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,242,109.8,104.8,117.3,novice,absolute_e1rm,115.7,255,Original Legion chart lift name: Squat. Source row bodyweight: 242 lb. Converted from 255 lb to 115.7 kg.
legion-male-squat-242-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,242,109.8,104.8,117.3,intermediate,absolute_e1rm,141.1,311,Original Legion chart lift name: Squat. Source row bodyweight: 242 lb. Converted from 311 lb to 141.1 kg.
legion-male-squat-242-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,242,109.8,104.8,117.3,advanced,absolute_e1rm,191.9,423,Original Legion chart lift name: Squat. Source row bodyweight: 242 lb. Converted from 423 lb to 191.9 kg.
legion-male-squat-242-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,242,109.8,104.8,117.3,elite,absolute_e1rm,249.9,551,Original Legion chart lift name: Squat. Source row bodyweight: 242 lb. Converted from 551 lb to 249.9 kg.
legion-male-squat-275-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,275,124.7,117.3,134.7,beginner,absolute_e1rm,64,141,Original Legion chart lift name: Squat. Source row bodyweight: 275 lb. Converted from 141 lb to 64 kg.
legion-male-squat-275-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,275,124.7,117.3,134.7,novice,absolute_e1rm,118.4,261,Original Legion chart lift name: Squat. Source row bodyweight: 275 lb. Converted from 261 lb to 118.4 kg.
legion-male-squat-275-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,275,124.7,117.3,134.7,intermediate,absolute_e1rm,144.7,319,Original Legion chart lift name: Squat. Source row bodyweight: 275 lb. Converted from 319 lb to 144.7 kg.
legion-male-squat-275-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,275,124.7,117.3,134.7,advanced,absolute_e1rm,197.3,435,Original Legion chart lift name: Squat. Source row bodyweight: 275 lb. Converted from 435 lb to 197.3 kg.
legion-male-squat-275-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,275,124.7,117.3,134.7,elite,absolute_e1rm,257.2,567,Original Legion chart lift name: Squat. Source row bodyweight: 275 lb. Converted from 567 lb to 257.2 kg.
legion-male-squat-319-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,319,144.7,134.7,144.9,beginner,absolute_e1rm,65.3,144,Original Legion chart lift name: Squat. Source row bodyweight: 319 lb. Converted from 144 lb to 65.3 kg.
legion-male-squat-319-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,319,144.7,134.7,144.9,novice,absolute_e1rm,121.1,267,Original Legion chart lift name: Squat. Source row bodyweight: 319 lb. Converted from 267 lb to 121.1 kg.
legion-male-squat-319-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,319,144.7,134.7,144.9,intermediate,absolute_e1rm,147.9,326,Original Legion chart lift name: Squat. Source row bodyweight: 319 lb. Converted from 326 lb to 147.9 kg.
legion-male-squat-319-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,319,144.7,134.7,144.9,advanced,absolute_e1rm,201.8,445,Original Legion chart lift name: Squat. Source row bodyweight: 319 lb. Converted from 445 lb to 201.8 kg.
legion-male-squat-319-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,319,144.7,134.7,144.9,elite,absolute_e1rm,263.1,580,Original Legion chart lift name: Squat. Source row bodyweight: 319 lb. Converted from 580 lb to 263.1 kg.
legion-male-squat-320plus-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,320+,145.1,144.9,,beginner,absolute_e1rm,66.7,147,Original Legion chart lift name: Squat. Source row bodyweight: 320+ lb. Converted from 147 lb to 66.7 kg.
legion-male-squat-320plus-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,320+,145.1,144.9,,novice,absolute_e1rm,123.4,272,Original Legion chart lift name: Squat. Source row bodyweight: 320+ lb. Converted from 272 lb to 123.4 kg.
legion-male-squat-320plus-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,320+,145.1,144.9,,intermediate,absolute_e1rm,150.6,332,Original Legion chart lift name: Squat. Source row bodyweight: 320+ lb. Converted from 332 lb to 150.6 kg.
legion-male-squat-320plus-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,320+,145.1,144.9,,advanced,absolute_e1rm,205.9,454,Original Legion chart lift name: Squat. Source row bodyweight: 320+ lb. Converted from 454 lb to 205.9 kg.
legion-male-squat-320plus-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,squat,squat__standard,male,320+,145.1,144.9,,elite,absolute_e1rm,269,593,Original Legion chart lift name: Squat. Source row bodyweight: 320+ lb. Converted from 593 lb to 269 kg.
legion-male-deadlift-114-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,deadlift,deadlift__standard,male,114,51.7,,53.8,beginner,absolute_e1rm,44,97,Original Legion chart lift name: Deadlift. Source row bodyweight: 114 lb. Converted from 97 lb to 44 kg.
legion-male-deadlift-114-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,deadlift,deadlift__standard,male,114,51.7,,53.8,novice,absolute_e1rm,81.2,179,Original Legion chart lift name: Deadlift. Source row bodyweight: 114 lb. Converted from 179 lb to 81.2 kg.
legion-male-deadlift-114-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,deadlift,deadlift__standard,male,114,51.7,,53.8,intermediate,absolute_e1rm,92.5,204,Original Legion chart lift name: Deadlift. Source row bodyweight: 114 lb. Converted from 204 lb to 92.5 kg.
legion-male-deadlift-114-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,deadlift,deadlift__standard,male,114,51.7,,53.8,advanced,absolute_e1rm,135.6,299,Original Legion chart lift name: Deadlift. Source row bodyweight: 114 lb. Converted from 299 lb to 135.6 kg.
legion-male-deadlift-114-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,deadlift,deadlift__standard,male,114,51.7,,53.8,elite,absolute_e1rm,175.5,387,Original Legion chart lift name: Deadlift. Source row bodyweight: 114 lb. Converted from 387 lb to 175.5 kg.
legion-male-deadlift-123-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,deadlift,deadlift__standard,male,123,55.8,53.8,57.8,beginner,absolute_e1rm,47.6,105,Original Legion chart lift name: Deadlift. Source row bodyweight: 123 lb. Converted from 105 lb to 47.6 kg.
legion-male-deadlift-123-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,deadlift,deadlift__standard,male,123,55.8,53.8,57.8,novice,absolute_e1rm,88,194,Original Legion chart lift name: Deadlift. Source row bodyweight: 123 lb. Converted from 194 lb to 88 kg.
legion-male-deadlift-123-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,deadlift,deadlift__standard,male,123,55.8,53.8,57.8,intermediate,absolute_e1rm,100.7,222,Original Legion chart lift name: Deadlift. Source row bodyweight: 123 lb. Converted from 222 lb to 100.7 kg.
legion-male-deadlift-123-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,deadlift,deadlift__standard,male,123,55.8,53.8,57.8,advanced,absolute_e1rm,145.1,320,Original Legion chart lift name: Deadlift. Source row bodyweight: 123 lb. Converted from 320 lb to 145.1 kg.
legion-male-deadlift-123-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,deadlift,deadlift__standard,male,123,55.8,53.8,57.8,elite,absolute_e1rm,187.8,414,Original Legion chart lift name: Deadlift. Source row bodyweight: 123 lb. Converted from 414 lb to 187.8 kg.
legion-male-deadlift-132-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,deadlift,deadlift__standard,male,132,59.9,57.8,63.5,beginner,absolute_e1rm,51.3,113,Original Legion chart lift name: Deadlift. Source row bodyweight: 132 lb. Converted from 113 lb to 51.3 kg.
legion-male-deadlift-132-novice,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,deadlift,deadlift__standard,male,132,59.9,57.8,63.5,novice,absolute_e1rm,94.8,209,Original Legion chart lift name: Deadlift. Source row bodyweight: 132 lb. Converted from 209 lb to 94.8 kg.
legion-male-deadlift-132-intermediate,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,deadlift,deadlift__standard,male,132,59.9,57.8,63.5,intermediate,absolute_e1rm,108.4,239,Original Legion chart lift name: Deadlift. Source row bodyweight: 132 lb. Converted from 239 lb to 108.4 kg.
legion-male-deadlift-132-advanced,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,deadlift,deadlift__standard,male,132,59.9,57.8,63.5,advanced,absolute_e1rm,155.1,342,Original Legion chart lift name: Deadlift. Source row bodyweight: 132 lb. Converted from 342 lb to 155.1 kg.
legion-male-deadlift-132-elite,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,deadlift,deadlift__standard,male,132,59.9,57.8,63.5,elite,absolute_e1rm,198.7,438,Original Legion chart lift name: Deadlift. Source row bodyweight: 132 lb. Converted from 438 lb to 198.7 kg.
legion-male-deadlift-148-beginner,Legion Athletics strength standards,https://legionathletics.com/strength-standards/,deadlift,deadlift__standard,male,148,67.1,63.5,71,beginner,absolute_e1rm,57.2,126,Original Legion chart lift name: Deadlift. Source row bodyweight: 148 lb. Converted from 126 lb to 57.2 kg.
